ID,DRIVE_ID,FILE_NAME,FILE_PATH,FILE_SIZE_KB,EXTENSION,MIME_TYPE,TITLE,AUTHOR,YEAR,ISBN,PUBLISHER,CATEGORY,SUBCATEGORY,TAGS,LANGUAGE,PAGES,EDITION,READ_STATUS,RATING,FAVORITE,CREATED_DATE,MODIFIED_DATE,OWNER,DRIVE_URL,DOWNLOAD_URL,PREVIEW_URL,METADATA_DATE,METADATA_STATUS,PROCESSING_STATUS,PROCESSING_DATE,PROCESSING_TIME,WEBHOOK_JOB_ID,WEBHOOK_STATUS,WEBHOOK_RESPONSE,ERROR_MESSAGE,NOTES,LAST_ACCESSED,ACCESS_COUNT,SOURCE,LICENSE,KEYWORDS,CHECKSUM,VERSION
aff26e59-3494-43ee-8621-154bd2d41bd8,12tPUthFv-3920gqXqcE05Q1aSfQVxFGlt-h87YEE_hk,EBOOK MANAGEMENT SYSTEM,https://docs.google.com/spreadsheets/d/12tPUthFv-3920gqXqcE05Q1aSfQVxFGlt-h87YEE_hk/edit?usp=drivesdk,2,EBOOK MANAGEMENT SYSTEM,application/vnd.google-apps.spreadsheet,EBOOK MANAGEMENT SYSTEM,Unknown,,,,General,,,,,,NOT_READ,,FALSE,2026-01-24T12:32:53.575Z,2026-01-24T12:32:53.577Z,hmmits2025@gmail.com,https://docs.google.com/spreadsheets/d/12tPUthFv-3920gqXqcE05Q1aSfQVxFGlt-h87YEE_hk/edit?usp=drivesdk,https://drive.google.com/uc?export=download&id=12tPUthFv-3920gqXqcE05Q1aSfQVxFGlt-h87YEE_hk,https://docs.google.com/spreadsheets/d/12tPUthFv-3920gqXqcE05Q1aSfQVxFGlt-h87YEE_hk/edit?usp=drivesdk,2026-01-24T12:37:25.832Z,EXTRACTED,ERROR,,,46999648-ce53-45db-9bce-d06473bc7b6e,ERROR,,Kesalahan DNS: https://hooks.stepper.io/workflow/2185,,2026-01-24T12:32:53.577Z,0,Google Drive,,,MD5,4.3.2000
02e048a3-10b2-41db-9f0a-ecf38df86b5e,1iT44KqeX7mTm9XLq5PGhYkN41gntDpj2peqwwQCUsdI,Ebook Management System,https://docs.google.com/spreadsheets/d/1iT44KqeX7mTm9XLq5PGhYkN41gntDpj2peqwwQCUsdI/edit?usp=drivesdk,87,Ebook Management System,application/vnd.google-apps.spreadsheet,Ebook Management System,Unknown,,,,General,,,,,,NOT_READ,,FALSE,2026-01-24T12:32:54.222Z,2026-01-24T12:32:54.222Z,hmmits2025@gmail.com,https://docs.google.com/spreadsheets/d/1iT44KqeX7mTm9XLq5PGhYkN41gntDpj2peqwwQCUsdI/edit?usp=drivesdk,https://drive.google.com/uc?export=download&id=1iT44KqeX7mTm9XLq5PGhYkN41gntDpj2peqwwQCUsdI,https://docs.google.com/spreadsheets/d/1iT44KqeX7mTm9XLq5PGhYkN41gntDpj2peqwwQCUsdI/edit?usp=drivesdk,2026-01-24T12:37:27.896Z,EXTRACTED,ERROR,,,7e2cd700-2664-4039-8347-6fe0db2017b1,ERROR,,Kesalahan DNS: https://hooks.stepper.io/workflow/2185,,2026-01-24T12:32:54.222Z,0,Google Drive,,,MD5,4.3.2000
a1c257d1-7321-4e33-b3b0-c5fd612497d9,1oAIqjuFrGxKNGVGnYxoMXso6MTGeXTYa,Untitled0.ipynb,https://colab.research.google.com/drive/1oAIqjuFrGxKNGVGnYxoMXso6MTGeXTYa,0,ipynb,application/vnd.google.colaboratory,Untitled0,Unknown,,,,General,,,,,,NOT_READ,,FALSE,2026-01-24T12:32:54.843Z,2026-01-24T12:32:54.843Z,hmmits2025@gmail.com,https://colab.research.google.com/drive/1oAIqjuFrGxKNGVGnYxoMXso6MTGeXTYa,https://drive.google.com/uc?export=download&id=1oAIqjuFrGxKNGVGnYxoMXso6MTGeXTYa,https://colab.research.google.com/drive/1oAIqjuFrGxKNGVGnYxoMXso6MTGeXTYa,2026-01-24T12:37:30.037Z,EXTRACTED,ERROR,,,faf1663b-2de4-418a-b959-79aa1ec5dd77,ERROR,,Kesalahan DNS: https://hooks.stepper.io/workflow/2185,,2026-01-24T12:32:54.843Z,0,Google Drive,,,MD5,4.3.2000
57f8abf9-e461-4398-84f5-8d9e8cc45994,10lasKKin4yFKj1jN2LnxXj09a1oq20an,CHEATSHEET MANAJEMEN.pdf,https://drive.google.com/file/d/10lasKKin4yFKj1jN2LnxXj09a1oq20an/view?usp=drivesdk,8858,pdf,application/pdf,CHEATSHEET MANAJEMEN,Unknown,,,,General,,,,,,NOT_READ,,FALSE,2026-01-24T12:32:55.454Z,2026-01-24T12:32:55.454Z,hmmits2025@gmail.com,https://drive.google.com/file/d/10lasKKin4yFKj1jN2LnxXj09a1oq20an/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=10lasKKin4yFKj1jN2LnxXj09a1oq20an,https://drive.google.com/file/d/10lasKKin4yFKj1jN2LnxXj09a1oq20an/preview?usp=drivesdk,2026-01-24T12:37:32.324Z,EXTRACTED,ERROR,,,51e06000-0f8c-4989-a4dd-fa0ec9d1718e,ERROR,,Kesalahan DNS: https://hooks.stepper.io/workflow/2185,,2026-01-24T12:32:55.454Z,0,Google Drive,,,MD5,4.3.2000
37b0ce05-b3d7-4973-a833-00680f5d07b0,1YayXjry7un1LETFOH4c_uSmBdjuUqfAY,DRAF NEO PPSDM Keluarga Mahasiswa Mesin ITS.. .docx,https://docs.google.com/document/d/1YayXjry7un1LETFOH4c_uSmBdjuUqfAY/edit?usp=drivesdk&ouid=117145867688136013188&rtpof=true&sd=true,4562,docx,application/vnd.openxmlformats-officedocument.wordprocessingml.document,DRAF NEO PPSDM Keluarga Mahasiswa Mesin ITS.. ,Unknown,,,,General,,,,,,NOT_READ,,FALSE,2026-01-24T12:32:56.519Z,2026-01-24T12:32:56.519Z,hmmits2025@gmail.com,https://docs.google.com/document/d/1YayXjry7un1LETFOH4c_uSmBdjuUqfAY/edit?usp=drivesdk&ouid=117145867688136013188&rtpof=true&sd=true,https://drive.google.com/uc?export=download&id=1YayXjry7un1LETFOH4c_uSmBdjuUqfAY,https://docs.google.com/document/d/1YayXjry7un1LETFOH4c_uSmBdjuUqfAY/edit?usp=drivesdk&ouid=117145867688136013188&rtpof=true&sd=true,2026-01-24T12:37:34.511Z,EXTRACTED,ERROR,,,6efe6a27-6443-479f-a019-9550c97c7952,ERROR,,Kesalahan DNS: https://hooks.stepper.io/workflow/2185,,2026-01-24T12:32:56.519Z,0,Google Drive,,,MD5,4.3.2000
aa975eee-aca3-4008-a3bb-d45e6cf79c59,1Fd9y476TkfkXAO-ku0QbyxTzoS8Nm312,NEOPPSDM.html,https://drive.google.com/file/d/1Fd9y476TkfkXAO-ku0QbyxTzoS8Nm312/view?usp=drivesdk,0,html,text/html,NEOPPSDM,Unknown,,,,General,,,,,,NOT_READ,,FALSE,2026-01-24T12:36:18.754Z,2026-01-24T12:36:18.756Z,hmmits2025@gmail.com,https://drive.google.com/file/d/1Fd9y476TkfkXAO-ku0QbyxTzoS8Nm312/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1Fd9y476TkfkXAO-ku0QbyxTzoS8Nm312,https://drive.google.com/file/d/1Fd9y476TkfkXAO-ku0QbyxTzoS8Nm312/preview?usp=drivesdk,2026-01-24T12:37:37.018Z,EXTRACTED,ERROR,,,28b119cf-05d9-444f-9848-cadc0042f01d,ERROR,,Kesalahan DNS: https://hooks.stepper.io/workflow/2185,,2026-01-24T12:36:18.756Z,0,Google Drive,,,MD5,4.3.2000
00b6f004-1b71-41f7-b8f6-83f380390b6d,1gyUjWnZp9tsZp6jcEsWjwBP_hIbXOrk9,ORGANISASI.html,https://drive.google.com/file/d/1gyUjWnZp9tsZp6jcEsWjwBP_hIbXOrk9/view?usp=drivesdk,0,html,text/html,ORGANISASI,Unknown,,,,General,,,,,,NOT_READ,,FALSE,2026-01-24T12:36:19.387Z,2026-01-24T12:36:19.387Z,hmmits2025@gmail.com,https://drive.google.com/file/d/1gyUjWnZp9tsZp6jcEsWjwBP_hIbXOrk9/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1gyUjWnZp9tsZp6jcEsWjwBP_hIbXOrk9,https://drive.google.com/file/d/1gyUjWnZp9tsZp6jcEsWjwBP_hIbXOrk9/preview?usp=drivesdk,2026-01-24T12:37:39.549Z,EXTRACTED,ERROR,,,f3db38c8-7fab-4865-9754-4a75a7cc16cc,ERROR,,Kesalahan DNS: https://hooks.stepper.io/workflow/2185,,2026-01-24T12:36:19.387Z,0,Google Drive,,,MD5,4.3.2000
dc93e83a-9869-4462-a47a-3e229a19fc4e,1dG88UW61wugYxeZ5_hjAagdXgfjQ5eo7,Naskah Akademik dan Penyusunan PPSDM KMM ITS.pdf,https://drive.google.com/file/d/1dG88UW61wugYxeZ5_hjAagdXgfjQ5eo7/view?usp=drivesdk,388,pdf,application/pdf,Naskah Akademik dan Penyusunan PPSDM KMM ITS,Unknown,,,,General,,,,,,NOT_READ,,FALSE,2026-01-24T12:36:20.095Z,2026-01-24T12:36:20.095Z,hmmits2025@gmail.com,https://drive.google.com/file/d/1dG88UW61wugYxeZ5_hjAagdXgfjQ5eo7/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1dG88UW61wugYxeZ5_hjAagdXgfjQ5eo7,https://drive.google.com/file/d/1dG88UW61wugYxeZ5_hjAagdXgfjQ5eo7/preview?usp=drivesdk,2026-01-24T12:37:41.621Z,EXTRACTED,ERROR,,,f8c3ebf8-d0fd-4a58-bc8a-a6f6f4eeccc0,ERROR,,Kesalahan DNS: https://hooks.stepper.io/workflow/2185,,2026-01-24T12:36:20.095Z,0,Google Drive,,,MD5,4.3.2000
f5e2b12b-45b6-41e1-98aa-affe346981c5,1bwmN410LoBW8qeg9r7okQv-mMyHc0UjB,SHORT CUT.xlsx,https://docs.google.com/spreadsheets/d/1bwmN410LoBW8qeg9r7okQv-mMyHc0UjB/edit?usp=drivesdk&ouid=117145867688136013188&rtpof=true&sd=true,2974,xlsx,application/vnd.openxmlformats-officedocument.spreadsheetml.sheet,SHORT CUT,Unknown,,,,General,,,,,,NOT_READ,,FALSE,2026-01-24T12:36:21.137Z,2026-01-24T12:36:21.137Z,hmmits2025@gmail.com,https://docs.google.com/spreadsheets/d/1bwmN410LoBW8qeg9r7okQv-mMyHc0UjB/edit?usp=drivesdk&ouid=117145867688136013188&rtpof=true&sd=true,https://drive.google.com/uc?export=download&id=1bwmN410LoBW8qeg9r7okQv-mMyHc0UjB,https://docs.google.com/spreadsheets/d/1bwmN410LoBW8qeg9r7okQv-mMyHc0UjB/edit?usp=drivesdk&ouid=117145867688136013188&rtpof=true&sd=true,2026-01-24T12:37:43.658Z,EXTRACTED,ERROR,,,d2edee3e-d83b-4d55-861d-79f7c97ce026,ERROR,,Kesalahan DNS: https://hooks.stepper.io/workflow/2185,,2026-01-24T12:36:21.137Z,0,Google Drive,,,MD5,4.3.2000
853f4f14-c1c7-4989-813c-e1c3a8a17289,1Lps-OpcNtVsriAEwoYk7NtNG63ZIgJjX,UU MESIN.html,https://drive.google.com/file/d/1Lps-OpcNtVsriAEwoYk7NtNG63ZIgJjX/view?usp=drivesdk,0,html,text/html,UU MESIN,Unknown,,,,General,,,,,,NOT_READ,,FALSE,2026-01-24T12:36:21.712Z,2026-01-24T12:36:21.712Z,hmmits2025@gmail.com,https://drive.google.com/file/d/1Lps-OpcNtVsriAEwoYk7NtNG63ZIgJjX/view?usp=drivesdk,https://drive.google.com/uc?export=download&id=1Lps-OpcNtVsriAEwoYk7NtNG63ZIgJjX,https://drive.google.com/file/d/1Lps-OpcNtVsriAEwoYk7NtNG63ZIgJjX/preview?usp=drivesdk,2026-01-24T12:37:45.804Z,EXTRACTED,ERROR,,,7878fe73-b5d0-4b4b-b7de-6f62ceefba69,ERROR,,Kesalahan DNS: https://hooks.stepper.io/workflow/2185,,2026-01-24T12:36:21.712Z,0,Google Drive,,,MD5,4.3.2000
